id,titulo,autor
1252,Sobre el poder,Byung-Chul Han
1253,Topologia de la violencia,Byung-Chul Han
1254,21 lecciones para el siglo XXI,Yuval Noah Harari
1255,De animales a dioses,Yuval Noah Harari
1256,Homo Deus,Yuval Noah Harari
1257,A hombros de gigantes (Ed. ilustrada),Stephen Hawking
1258,Agujeros negros,Stephen Hawking
1259,Agujeros negros y pequenos universos,Stephen Hawking
1260,Breve historia de mi vida,Stephen Hawking
1261,Breves respuestas a las grandes preguntas,Stephen Hawking
1262,El gran diseno,Stephen Hawking
1263,El universo en una cascara de nuez,Stephen Hawking
1264,La teoria del todo,Stephen Hawking
1265,Adios a las armas,Ernest Hemingway
1266,Aguas primaverales,Ernest Hemingway
1267,Al otro lado del rio y entre los arboles,Ernest Hemingway
1268,Al romper el alba,Ernest Hemingway
1269,Cuentos,Ernest Hemingway
1270,"Despachos de la guerra civil espanola, 193",Ernest Hemingway
1271,El viejo y el mar,Ernest Hemingway
1272,En nuestro tiempo,Ernest Hemingway
1273,Fiesta,Ernest Hemingway
1274,Islas a la deriva,Ernest Hemingway
1275,Islas en el golfo,Ernest Hemingway
1276,Las nieves del Kilimanjaro,Ernest Hemingway
1277,Las verdes colinas de Africa,Ernest Hemingway
1278,Muerte en la tarde,Ernest Hemingway
1279,Paris era una fiesta,Ernest Hemingway
1280,Por quien doblan las campanas,Ernest Hemingway
1281,Tener y no tener,Ernest Hemingway
1282,Casa Capitular Dune,Frank Herbert
1283,Destino el vacio,Frank Herbert
1284,Dios Emperador de Dune,Frank Herbert
1285,Dune,Frank Herbert
1286,El camino hacia Dune,Frank Herbert
1287,El cerebro verde,Frank Herbert
1288,El dragon en el mar,Frank Herbert
1289,El efecto Lazaro,Frank Herbert
1290,El experimento Dosadi,Frank Herbert
1291,El factor ascension,Frank Herbert
1292,El hombre de dos mundos,Frank Herbert
1293,El incidente Jesus,Frank Herbert
1294,El mesias de Dune,Frank Herbert
1295,Estrella flagelada,Frank Herbert
1296,Herejes de Dune,Frank Herbert
1297,Hijos de Dune,Frank Herbert
1298,La barrera Santaroga,Frank Herbert
1299,La peste blanca,Frank Herbert
1300,Los creadores de Dios,Frank Herbert
1301,Los ojos de Heisenberg,Frank Herbert
1302,Proyecto 40,Frank Herbert
1303,Arena Sensible - Manuel de la Herran Gascon,Manu Herrán
1304,Himnos homericos - La Batracomiomaquia,Homero
1305,Himnos homericos. Batracomiomaquia,Homero
1306,Iliada (version de Fernando Gutierrez),Homero
1307,Iliada,Homero
1308,Iliada trad Oscar Martinez,Homero
1309,La Iliada,Homero
1310,Odisea,Homero
1311,Amor en verso,Colleen Hoover
1312,Romper el circulo,Colleen Hoover
1313,Verity La sombra de un engano,Colleen Hoover
1314,"Sufrimiento de los animales salvajes por Oscar Horta, Leah McKelvie y el equipo de Ética Animal",Oscar Horta
1315,Bug-Jargal,Victor Hugo
1316,Claude Gueux,Victor Hugo
1317,Cosette,Victor Hugo
1318,Dios,Victor Hugo
1319,El exilio,Victor Hugo
1320,El hombre que rie (Ilustrado),Victor Hugo
1321,El hombre que rie (Tomo I),Victor Hugo
1322,El idilio de la calle Plumet y la epopeya,Victor Hugo
1323,El noventa y tres,Victor Hugo
1324,El rey se divierte,Victor Hugo
1325,Fantine,Victor Hugo
1326,Hernani,Victor Hugo
1327,Jean Valjean,Victor Hugo
1328,Lo que dice la boca de sombra y otros poem,Victor Hugo
1329,Los Pirineos,Victor Hugo
1330,Los miserables,Victor Hugo
1331,Marius,Victor Hugo
1332,Noventa y tres,Victor Hugo
1333,Nuestra senora de Paris,Victor Hugo
1334,Nuestra senora de Paris trad Andres Merino,Victor Hugo
1335,Pamplona,Victor Hugo
1336,Ultimo dia de un condenado a muerte,Victor Hugo
1337,"Arte, amor y todo lo demas",Aldous Huxley
1338,Contrapunto,Aldous Huxley
1339,El arte de ver,Aldous Huxley
1340,El genio y la diosa,Aldous Huxley
1341,El joven Arquimedes,Aldous Huxley
1342,El tiempo debe detenerse,Aldous Huxley
1343,La filosofia perenne,Aldous Huxley
1344,La isla,Aldous Huxley
1345,La sonrisa de la Gioconda,Aldous Huxley
1346,Las carceles de Piranesi,Aldous Huxley
1347,Las puertas de la percepcion - Cielo e inf,Aldous Huxley
1348,Literatura y ciencia,Aldous Huxley
1349,Los demonios de Loudun,Aldous Huxley
1350,Los escandalos de Crome,Aldous Huxley
1351,Moksha,Aldous Huxley
1352,Mono y esencia,Aldous Huxley
1353,Musica en la noche,Aldous Huxley
1354,Nueva visita a un mundo feliz,Aldous Huxley
1355,Sobre la divinidad,Aldous Huxley
1356,Un mundo feliz,Aldous Huxley
1357,Un mundo feliz Ed Integra,Aldous Huxley
1358,Viejo muere el cisne,Aldous Huxley
1359,María (Jorge Isaacs),Jorge Isaacs
1360,Cuando fuimos huerfanos,Kazuo Ishiguro
1361,El gigante enterrado,Kazuo Ishiguro
1362,Los inconsolables,Kazuo Ishiguro
1363,Los restos del dia,Kazuo Ishiguro
1364,Nocturnos,Kazuo Ishiguro
1365,Nunca me abandones,Kazuo Ishiguro
1366,Palida luz en las colinas,Kazuo Ishiguro
1367,Un artista del mundo flotante,Kazuo Ishiguro
1368,!Pobre Richard!,Henry James
1369,13 cuentos de fantasmas (Ed. Gotica),Henry James
1370,13 cuentos de fantasmas (Valdemar),Henry James
1371,13 cuentos de fantasmas,Henry James
1372,Adina,Henry James
1373,Companeros de viaje - Historia de una obra,Henry James
1374,Confianza,Henry James
1375,Cuadernos de notas (1878-1911),Henry James
1376,Cuatro encuentros,Henry James
1377,Daisy Miller (trad. Lazaro Ros),Henry James
1378,Diario de un hombre de cincuenta anos,Henry James
1379,El altar de los muertos y otros relatos,Henry James
1380,El alumno,Henry James
1381,El americano,Henry James
1382,El banco de la desolacion,Henry James
1383,El cerco de Londres,Henry James
1384,El eco,Henry James
1385,El fondo Coxon,Henry James
1386,El mejor de los lugares,Henry James
1387,El mentiroso,Henry James
1388,El protector,Henry James
1389,El punto de vista,Henry James
1390,El sentido del pasado,Henry James
1391,En la jaula,Henry James
1392,Eugene Pickering,Henry James
1393,Fantasmas,Henry James
1394,Gabrielle de Bergerac,Henry James
1395,Julia Bride (Edicion Conmemorativa),Henry James
1396,La Madona del futuro. La amante de Briseux,Henry James
1397,La Musa Tragica,Henry James
1398,La confesion de Guest,Henry James
1399,La copa dorada,Henry James
1400,La edad ingrata,Henry James
1401,La figura de la alfombra,Henry James
1402,La fontana sagrada,Henry James
1403,La leccion del maestro,Henry James
1404,La locura del arte,Henry James
1405,La muerte del leon,Henry James
1406,La otra casa,Henry James
1407,La princesa Casamassima,Henry James
1408,La protesta,Henry James
1409,La tercera persona,Henry James
1410,La torre de marfil,Henry James
1411,La vuelta del torno,Henry James
1412,Lady Barberina,Henry James
1413,Las Bostonianas,Henry James
1414,Las alas de la paloma,Henry James
1415,Las razones de Georgina,Henry James
1416,Lo mas selecto,Henry James
1417,Lo que Maisie sabia,Henry James
1418,Los amigos de los amigos,Henry James
1419,Los embajadores,Henry James
1420,Los europeos,Henry James
1421,Los matrimonios,Henry James
1422,Los papeles de Aspern (trad. C. Martinez M,Henry James
1423,Los papeles de Aspern,Henry James
1424,Los periodicos,Henry James
1425,Los tesoros de Poynton,Henry James
1426,Madame de Mauves,Henry James
1427,Nona Vincent,Henry James
1428,Otra vuelta de tuerca (Ilustrado),Henry James
1429,Otra vuelta de tuerca (trad. Antonio Desmo,Henry James
1430,Otra vuelta de tuerca,Henry James
1431,Otra vuelta de tuerca [Trad. Sergio Pitol],Henry James
1432,Pandora,Henry James
1433,Retrato de una dama (trad. Ana Eiroa),Henry James
1434,Retrato de una dama,Henry James
1435,Roderick Hudson,Henry James
1436,Sir Dominick Ferrand,Henry James
1437,Un chiquillo y otros,Henry James
1438,Un episodio internacional,Henry James
1439,Viajes con Henry James,Henry James
1440,Washington Square (trad. C. Martinez Munoz,Henry James
1441,Washington Square,Henry James
1442,"Por qué amamos a los perros, nos comemos a los cerdos y nos vestimos con las vacas. Una introducción al carnismo",Melanie Joy
1443,Cartas de amor a Nora Barnacle,James Joyce
1444,Dublineses (trad. E. Chamorro),James Joyce
1445,Dublineses (trad. G. Cabrera Infante),James Joyce
1446,Giacomo Joyce,James Joyce
1447,Los muertos,James Joyce
1448,Poesia completa,James Joyce
1449,Retrato del artista adolescente,James Joyce
1450,Sobre la escritura,James Joyce
1451,Ulises (T. Salas Subirat),James Joyce
1452,Ulises [trad. Valverde],James Joyce
1453,Blade Runner. Suenan los androides con ov,Philip K. Dick
1454,Confesiones de un artista de mierda,Philip K. Dick
1455,Cuentos completos III El padre-cosa,Philip K. Dick
1456,Cuentos completos II La segunda variedad,Philip K. Dick
1457,Cuentos completos IV Los dias de Perky Pa,Philip K. Dick
1458,Cuentos completos I Aqui yace el Wub,Philip K. Dick
1459,Cuentos completos VI,Philip K. Dick
1460,Cuentos completos V La cajita negra,Philip K. Dick
1461,Deus Irae,Philip K. Dick
1462,Dr. Bloodmoney o como nos las apanamos des,Philip K. Dick
1463,El hombre en el castillo,Philip K. Dick
1464,El informe de la minoria,Philip K. Dick
1465,El martillo de Vulcano,Philip K. Dick
1466,El mundo contra reloj,Philip K. Dick
1467,El mundo que Jones creo,Philip K. Dick
1468,El tiempo doblado,Philip K. Dick
1469,Electric Dreams,Philip K. Dick
1470,Esperando el ano pasado,Philip K. Dick
1471,"Fluyan mis lagrimas, dijo el policia",Philip K. Dick
1472,Gestarescala,Philip K. Dick
1473,Ir tirando,Philip K. Dick
1474,La invasion divina,Philip K. Dick
1475,La maquina preservadora,Philip K. Dick
1476,La penultima verdad,Philip K. Dick
1477,La pistola de rayos,Philip K. Dick
1478,La transmigracion de Timothy Archer,Philip K. Dick
1479,Laberinto de muerte,Philip K. Dick
1480,Los clanes de la luna Alfana,Philip K. Dick
1481,Los jugadores de Titan,Philip K. Dick
1482,Los simulacros,Philip K. Dick
1483,Los tres estigmas de Palmer Eldritch,Philip K. Dick
1484,Loteria solar,Philip K. Dick
1485,Mary y el gigante,Philip K. Dick
1486,Munecos cosmicos,Philip K. Dick
1487,Nick y el Glimmung,Philip K. Dick
1488,Nuestros amigos de Frolik 8,Philip K. Dick
1489,Ojo en el cielo,Philip K. Dick
1490,Planetas morales,Philip K. Dick
1491,Podemos construirle,Philip K. Dick
1492,Podemos fabricarte,Philip K. Dick
1493,Podemos recordarlo todo por usted,Philip K. Dick
1494,Radio libre Albemut,Philip K. Dick
1495,Sivainvi,Philip K. Dick
1496,Tiempo de Marte,Philip K. Dick
1497,Tiempo desarticulado,Philip K. Dick
1498,Ubik,Philip K. Dick
1499,Una mirada a la oscuridad,Philip K. Dick
1500,Suenan los androides con ovejas electrica,Philip K. Dick
1501,Alagatos,Ursula K. Le Guin
1502,Catwings. Las aventuras de los gatos alado,Ursula K. Le Guin
1503,Ciudad de ilusiones,Ursula K. Le Guin
1504,Contar es escuchar,Ursula K. Le Guin
1505,Cuatro caminos hacia el perdon,Ursula K. Le Guin
1506,Cuentos de Terramar,Ursula K. Le Guin
1507,El cumpleanos del mundo y otros relatos,Ursula K. Le Guin
1508,El dia antes de la revolucion,Ursula K. Le Guin
1509,El eterno regreso a casa,Ursula K. Le Guin
1510,El mundo de Rocannon,Ursula K. Le Guin
1511,El nombre del mundo es Bosque,Ursula K. Le Guin
1512,El ojo de la garza,Ursula K. Le Guin
1513,El relato,Ursula K. Le Guin
1514,En el otro viento,Ursula K. Le Guin
1515,La costa mas lejana,Ursula K. Le Guin
1516,La mano izquierda de la oscuridad,Ursula K. Le Guin
1517,La rueda celeste,Ursula K. Le Guin
1518,La rueda del cielo,Ursula K. Le Guin
1519,Las doce moradas del viento,Ursula K. Le Guin
1520,Las ninas salvajes,Ursula K. Le Guin
1521,Las tumbas de Atuan,Ursula K. Le Guin
1522,Lavinia,Ursula K. Le Guin
1523,Los desposeidos,Ursula K. Le Guin
1524,Los dones,Ursula K. Le Guin
1525,Malafrena,Ursula K. Le Guin
1526,Paises imaginarios,Ursula K. Le Guin
1527,Planeta de exilio,Ursula K. Le Guin
1528,Planos paralelos,Ursula K. Le Guin
1529,Poderes,Ursula K. Le Guin
1530,Tehanu,Ursula K. Le Guin
1531,Un mago de Terramar,Ursula K. Le Guin
1532,Voces,Ursula K. Le Guin
1533,Universos paralelos,Michio Kaku
1534,"Aforismos, visiones y suenos",Franz Kafka
1535,America,Franz Kafka
1537,Carta al padre,Franz Kafka
1538,Cartas a Felice,Franz Kafka
1539,Cartas a Milena,Franz Kafka
1540,Contemplacion,Franz Kafka
1541,Cuentos completos,Franz Kafka
1542,Diarios & Carta al padre,Franz Kafka
1543,El buitre,Franz Kafka
1544,El castillo (Ilustrado),Franz Kafka
1545,El castillo,Franz Kafka
1546,El fogonero (Ilustrado),Franz Kafka
1547,El proceso (trad. Miguel Vedda),Franz Kafka
1550,El proceso,Franz Kafka
1549,El desaparecido America,Franz Kafka
1551,La condena,Franz Kafka
1552,La metamorfosis (Ilustrado),Franz Kafka
1553,La metamorfosis (trad. Emma Garcia Carbass,Franz Kafka
1554,La metamorfosis,Franz Kafka
1555,La metamorfosis y otros relatos,Franz Kafka
1556,Narraciones y otros escritos,Franz Kafka
1557,Obras completas,Franz Kafka
1558,Un artista del hambre,Franz Kafka
1559,Un medico rural,Franz Kafka
1560,Sakuntala,Kalidasa
1561,El psicoanalista,John Katzenbach
1562,Jaque al psicoanalista,John Katzenbach
1563,La historia del loco,John Katzenbach
1564,Endymion,John Keats
1565,Lamia,John Keats
1566,Odas y sonetos,John Keats
1567,Diario de un seductor,Soren Kierkegaard
1568,22 11 63,Stephen King
1569,Almuerzo en el cafe Gotham,Stephen King
1570,Apocalipsis - Tomo 1,Stephen King
1571,Apocalipsis - Tomo 2,Stephen King
1572,Area 81,Stephen King
1573,Bellas durmientes,Stephen King
1574,Billy Summers,Stephen King
1575,Blaze (Stephen King - RB),Stephen King
1576,Blockade Billy,Stephen King
1577,"Buick 8, un coche perverso",Stephen King
1579,Cancion de Susannah,Stephen King
1580,Carretera maldita (Stephen King - RB),Stephen King
1581,Carrie,Stephen King
1582,Casa negra,Stephen King
1583,Cell,Stephen King
1584,Cementerio de animales,Stephen King
1585,Christine,Stephen King
1586,Colorado kid,Stephen King
1587,Corazones en la Atlantida,Stephen King
1588,Cuento de hadas,Stephen King
1589,Cujo,Stephen King
1590,Danza macabra,Stephen King
1591,Desesperacion,Stephen King
1592,Despues,Stephen King
1593,Despues del anochecer,Stephen King
1594,Doctor Sueño,Stephen King
1595,Dolores Claiborne,Stephen King
1596,Dos historias para no dormir,Stephen King
1597,Duma Key,Stephen King
1598,El Fugitivo (Stephen King - RB),Stephen King
1599,El Instituto,Stephen King
1600,El Visitante,Stephen King
1601,El bazar de los malos sueños,Stephen King
1602,El cazador de suenos,Stephen King
1603,El ciclo del hombre lobo,Stephen King
1604,El hombre del traje negro,Stephen King
1605,El juego de Gerald,Stephen King
1606,El misterio de Salem's Lot,Stephen King
1607,El pasillo de la muerte,Stephen King
1608,El pistolero,Stephen King
1609,El resplandor,Stephen King
1610,El retrato de Rose Madder,Stephen King
1611,El talisman,Stephen King
1612,El umbral de la noche,Stephen King
1613,Elevacion,Stephen King
2793,En la hierba alta,Stephen King
1615,Fin de guardia,Stephen King
1616,Gwendy (Stephen King y Richard Chizmar) - Tomo 1,Stephen King
1617,Gwendy (Stephen King y Richard Chizmar) - Tomo 2,Stephen King
1618,Gwendy (Stephen King y Richard Chizmar) - Tomo 3,Stephen King
1619,Historias Fantasticas,Stephen King
1620,Insomnia,Stephen King
1621,It,Stephen King
1622,Joyland,Stephen King
1623,La Expedicion,Stephen King
1624,La Larga Marcha (Stephen King - RB),Stephen King
1625,La Niebla,Stephen King
1626,La Tienda de los Deseos,Stephen King
1627,La Torre Oscura - Tomo 1,Stephen King
1628,La Torre Oscura - Tomo 2,Stephen King
1629,La Torre Oscura - Tomo 3,Stephen King
1630,La Torre Oscura - Tomo 4,Stephen King
1631,La Torre Oscura - Tomo 5,Stephen King
1632,La Torre Oscura - Tomo 6,Stephen King
1633,La Torre Oscura - Tomo 7,Stephen King
1634,La Torre Oscura - Tomo 8,Stephen King
1635,La Torre Oscura,Stephen King
1636,La chica que amaba a Tom Gordon,Stephen King
1637,La cupula,Stephen King
1639,La historia de Lisey,Stephen King
1640,La llegada de los tres,Stephen King
1641,La milla verde,Stephen King
1642,La mitad oscura,Stephen King
1643,La planta,Stephen King
1644,La sangre manda,Stephen King
1645,La tienda,Stephen King
1646,La tormenta del siglo,Stephen King
1647,La zona muerta,Stephen King
1648,Las Cuatro Despues De Medianoche,Stephen King
1649,Las Dos Después De Medianoche,Stephen King
1650,Las cuatro despues de la medianoche,Stephen King
1651,Las cuatro estaciones - Tomo 1,Stephen King
1652,Las cuatro estaciones - Tomo 2,Stephen King
1653,Las tierras baldias,Stephen King
1654,Laurie,Stephen King
1655,Lobos del Calla,Stephen King
1656,Los Ojos del Dragon,Stephen King
1657,Los Tommyknockers,Stephen King
1658,Los misterios del gusano,Stephen King
1659,Mago y cristal,Stephen King
1660,Maleficio (Stephen King - RB),Stephen King
1661,Mientras escribo,Stephen King
1662,Mile 81,Stephen King
1663,Misery,Stephen King
1664,Montado en la Bala,Stephen King
1665,Mr Mercedes,Stephen King
1667,Ojos de fuego,Stephen King
1668,Pesadillas y alucinaciones,Stephen King
1669,Posesion (Stephen King - RB),Stephen King
1670,Quien Pierde Paga,Stephen King
1671,Rabia (Stephen King - RB),Stephen King
1672,Revival,Stephen King
1673,Salem's Lot (Edicion Ilustrada),Stephen King
1674,Salems Lot,Stephen King
1675,Todo es Eventual,Stephen King
1676,"Todo oscuro, sin estrellas",Stephen King
1677,Tommyknockers,Stephen King
1678,UR,Stephen King
1679,Un rostro en la multitud,Stephen King
1680,Un saco de huesos,Stephen King
1681,Verano de Corrupcion,Stephen King
1682,El arte de la novela,Milan Kundera
1683,El gesto brutal del pintor,Milan Kundera
1684,El libro de la risa y el olvido,Milan Kundera
1685,El libro de los amores ridiculos,Milan Kundera
1686,El telon,Milan Kundera
1687,Jacques y su amo,Milan Kundera
1688,La broma,Milan Kundera
1689,La despedida,Milan Kundera
1690,La fiesta de la insignificancia,Milan Kundera
1691,La identidad,Milan Kundera
1692,La ignorancia,Milan Kundera
1693,La inmortalidad,Milan Kundera
2798,La insoportable levedad del ser,Milan Kundera
1695,La lentitud,Milan Kundera
1696,La vida esta en otra parte,Milan Kundera
1697,Los testamentos traicionados,Milan Kundera
1698,Cincuenta sombras de Grey,E. L. James
1699,Cincuenta sombras liberadas,E. L. James
1700,Cincuenta sombras mas oscuras,E. L. James
1701,Grey,E. L. James
1702,Mas oscuro,E. L. James
1703,Mister,E. L. James
1704,El caballo y su nino - C. S. Lewis,C. S. Lewis
1705,"El leon, la bruja y el ropero - C. S. Lewis",C. S. Lewis
1706,El principe Caspian - C. S. Lewis,C. S. Lewis
1707,El sobrino del mago - C. S. Lewis,C. S. Lewis
1708,La silla de plata - C. S. Lewis,C. S. Lewis
1709,La travesia del Explorador del Amanecer - C. S. Lewis,C. S. Lewis
1710,La ultima batalla - C. S. Lewis,C. S. Lewis
1711,Ensayo sobre el entendimiento humano (John Locke),John Locke
1712,El amante de Lady Chatterley,D. H. Lawrence
1713,Matar a un ruisenor,Harper Lee
1714,Matar un ruisenor,Harper Lee
1715,Ve y pon un centinela,Harper Lee
1716,Astronautas,Stanislaw Lem
1717,Ciberiada,Stanislaw Lem
1718,Congreso de futurologia,Stanislaw Lem
1719,Diarios de las estrellas,Stanislaw Lem
1720,Eden,Stanislaw Lem
1721,El Invencible,Stanislaw Lem
1722,El breviario de los robots,Stanislaw Lem
1723,El hospital de la transfiguracion,Stanislaw Lem
1724,Fabulas de robots,Stanislaw Lem
1725,Fiasco,Stanislaw Lem
1726,Golem XIV,Stanislaw Lem
1727,La fiebre del heno,Stanislaw Lem
1728,La investigacion (trad. J.Orzechowska),Stanislaw Lem
1729,La investigacion,Stanislaw Lem
1730,La voz de su amo,Stanislaw Lem
1731,La voz del Amo (trad. Abel Murcia y Katarz,Stanislaw Lem
1732,Magnitud imaginaria,Stanislaw Lem
1733,Mas relatos del piloto Pirx,Stanislaw Lem
1734,Mascara,Stanislaw Lem
1735,Memorias encontradas en una banera,Stanislaw Lem
1736,"Philip K. Dick, un visionario entre charla",Stanislaw Lem
1737,Provocacion,Stanislaw Lem
1738,Regreso a Entia,Stanislaw Lem
1739,Relatos del piloto Pirx,Stanislaw Lem
1740,Retorno de las estrellas,Stanislaw Lem
1741,Solaris (trad. Matilde Horne),Stanislaw Lem
1742,Solaris,Stanislaw Lem
1743,Vacio perfecto,Stanislaw Lem
1744,Agua viva,Clarice Lispector
1745,Aprendiendo a vivir,Clarice Lispector
1746,Aprendizaje o El libro de los placeres,Clarice Lispector
1747,Cerca del corazon salvaje,Clarice Lispector
1748,Cuentos reunidos,Clarice Lispector
1749,Descubrimientos,Clarice Lispector
1750,Donde se ensenara a ser feliz y otros escr,Clarice Lispector
1751,"Felicidad clandestina, Silencio",Clarice Lispector
1752,La arana,Clarice Lispector
1753,La ciudad sitiada,Clarice Lispector
1754,La hora de la estrella,Clarice Lispector
1755,La lampara,Clarice Lispector
1756,La manzana en la oscuridad,Clarice Lispector
1757,La pasion segun G. H,Clarice Lispector
1758,Revelacion de un mundo,Clarice Lispector
1759,Silencio,Clarice Lispector
1760,Todos los cuentos,Clarice Lispector
1761,Un soplo de vida,Clarice Lispector
1762,El bosque oscuro,Cixin Liu
1763,El fin de la muerte,Cixin Liu
1764,El problema de los Tres Cuerpos,Cixin Liu
1765,La Tierra errante,Cixin Liu
1766,Rodolfo R. Llinás - El cerebro y el mito del yo,Rodolfo Llinás R.
1768,El espejo,Eduardo Lopez Vera
1769,"Konrad Lorenz - Hablaba con las bestias, los peces y los pájaros",Konrad Lorenz
1770,Bestiario,H. P. Lovecraft
1771,El alquimista y otros relatos,H. P. Lovecraft
1772,El caso de Charles Dexter Ward,H. P. Lovecraft
1773,El color que cayo del cielo,H. P. Lovecraft
1774,El horror de Dunwich,H. P. Lovecraft
1775,En las montanas de la locura,H. P. Lovecraft
1776,Hongos de Yuggoth y otros poemas fantasticos,H. P. Lovecraft
1777,La llamada de Cthulhu,H. P. Lovecraft
1778,Los mitos de Cthulhu,H. P. Lovecraft
1779,Arte poetica,Jorge Luis Borges
1780,Atlas,Jorge Luis Borges
1781,Autobiografia,Jorge Luis Borges
1782,Biblioteca personal,Jorge Luis Borges
1783,Borges oral,Jorge Luis Borges
1784,"Borges, profesor",Jorge Luis Borges
1785,Cronicas de Bustos Domecq,Jorge Luis Borges
1786,Cuaderno San Martin,Jorge Luis Borges
1787,Cuentos completos,Jorge Luis Borges
1788,Discusion,Jorge Luis Borges
1789,Dos fantasias memorables. Un modelo para la muerte,Jorge Luis Borges
1790,El Martin Fierro,Jorge Luis Borges
1791,El aprendizaje del escritor,Jorge Luis Borges
1792,El hacedor,Jorge Luis Borges
1793,El idioma de los argentinos,Jorge Luis Borges
1794,El informe de Brodie,Jorge Luis Borges
1795,El libro de arena,Jorge Luis Borges
1796,El libro de los seres imaginarios,Jorge Luis Borges
1797,El oro de los tigres,Jorge Luis Borges
1798,"El otro, el mismo",Jorge Luis Borges
1799,El tamano de mi esperanza,Jorge Luis Borges
1800,El tango,Jorge Luis Borges
1801,Elogio de la sombra,Jorge Luis Borges
1802,En dialogo,Jorge Luis Borges
1803,Evaristo Carriego,Jorge Luis Borges
1804,Fervor de Buenos Aires,Jorge Luis Borges
1805,Historia de la eternidad,Jorge Luis Borges
1806,Historia de la noche,Jorge Luis Borges
1807,Inquisiciones,Jorge Luis Borges
1808,Introduccion a la literatura inglesa,Jorge Luis Borges
1809,La cifra,Jorge Luis Borges
1810,La memoria de Shakespeare,Jorge Luis Borges
1811,La rosa profunda,Jorge Luis Borges
1812,Leopoldo Lugones,Jorge Luis Borges
1813,Libro de suenos,Jorge Luis Borges
1814,Libro del cielo y del infierno,Jorge Luis Borges
1815,Literaturas germanicas medievales,Jorge Luis Borges
1816,Los conjurados,Jorge Luis Borges
1817,"Los mejores cuentos policiales, 1",Jorge Luis Borges
1818,"Los mejores cuentos policiales, 2",Jorge Luis Borges
1819,Luna de enfrente,Jorge Luis Borges
1820,Manual de zoologia fantastica,Jorge Luis Borges
1821,Miscelanea,Jorge Luis Borges
1822,Nueve ensayos dantescos,Jorge Luis Borges
1823,Nuevos cuentos de Bustos Domecq,Jorge Luis Borges
1824,Otras inquisiciones,Jorge Luis Borges
1825,Para las seis cuerdas,Jorge Luis Borges
1826,Prologos de la Biblioteca de Babel,Jorge Luis Borges
1827,Que es el budismo,Jorge Luis Borges
1828,Seis problemas para don Isidro Parodi,Jorge Luis Borges
1829,Siete noches,Jorge Luis Borges
1830,Veinticinco Agosto 1983 y otros cuentos,Jorge Luis Borges
1831,El Principe,Nicolas Maquiavelo
1832,Comportate,Robert M. Sapolsky
1833,"!Escucha, Alemania!",Thomas Mann
1834,Carlota en Weimar,Thomas Mann
1835,Confesiones del estafador Felix Krull,Thomas Mann
1836,Doktor Faustus,Thomas Mann
1837,El elegido,Thomas Mann
1838,El joven Jose,Thomas Mann
1839,"Ensayos sobre musica, teatro y literatura",Thomas Mann
1840,Fiorenza,Thomas Mann
1841,Jose el proveedor,Thomas Mann
1842,Jose en Egipto,Thomas Mann
1843,La Enganada,Thomas Mann
1844,La caida,Thomas Mann
1845,La montana magica,Thomas Mann
1846,La montana magica. (Trad. Isabel Garcia Ad,Thomas Mann
1847,La muerte en Venecia,Thomas Mann
1848,La voluntad de ser feliz y otros relatos,Thomas Mann
1849,Las Tablas de la Ley,Thomas Mann
1850,Las historias de Jaacob,Thomas Mann
1851,Los Buddenbrook (trad. F. Payarols),Thomas Mann
1852,Los Buddenbrook (trad. Isabel Garcia Adane,Thomas Mann
1853,Mario y el mago,Thomas Mann
1854,Richard Wagner y la musica,Thomas Mann
1855,"Schopenhauer, Nietzsche, Freud",Thomas Mann
1856,Tristan,Thomas Mann
1857,El asesinato de Margaret Thatcher,Hilary Mantel
1858,En la corte del lobo,Hilary Mantel
1859,Experimento de amor,Hilary Mantel
1860,La jaula de cristal,Hilary Mantel
1861,La sombra de la guillotina,Hilary Mantel
1862,Tras la sombra,Hilary Mantel
1863,Una reina en el estrado,Hilary Mantel
1864,Antologia,Karl Marx
1865,Articulos periodisticos,Karl Marx
1866,Critica de la Filosofia del Estado de Hege,Karl Marx
1867,Critica del programa de Gotha,Karl Marx
1868,Diferencia de la filosofia de la naturalez,Karl Marx
1869,El 18 Brumario de Luis Bonaparte,Karl Marx
1870,"El Capital (P. Scaron) Libro primero, Vol.",Karl Marx
1871,"El Capital (P. Scaron) Libro segundo, Vol.",Karl Marx
1872,"El Capital (P. Scaron) Libro tercero, Vol.",Karl Marx
1873,El Capital. Libro I Capitulo VI (inedito),Karl Marx
1874,El Manifiesto Comunista (ilustrado),Karl Marx
1875,Elementos fundamentales para la critica de,Karl Marx
1876,Escorpion y Felix,Karl Marx
1877,Glosas marginales sobre la obra de Bakunin,Karl Marx
1878,Herr Vogt,Karl Marx
1879,Historia de la vida de Lord Palmerston,Karl Marx
1880,La Comuna de Paris,Karl Marx
1881,La Sagrada Familia,Karl Marx
1882,La ideologia alemana,Karl Marx
1883,Las Revoluciones de 1848,Karl Marx
1884,Llamando a las puertas de la Revolucion,Karl Marx
1885,Los nacionalismos contra el proletariado,Karl Marx
1886,Manifiesto del Partido Comunista,Karl Marx
1887,Manifiesto del Partido Comunista [Trad. de,Karl Marx
1888,Miseria de la filosofia (Jose Mesa),Karl Marx
1889,Miseria de la filosofia (Progreso),Karl Marx
1890,Obras escogidas,Karl Marx
1891,Teorias sobre la plusvalia (Tomo IV de El,Karl Marx
